#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405233.sorted.bam Mapped Reads/million: 20.884485
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405234.sorted.bam Mapped Reads/million: 24.389042
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405235.sorted.bam Mapped Reads/million: 19.816820

    	mapped_ERR405233.sorted.bam	mapped_ERR405234.sorted.bam	mapped_ERR405235.sorted.bam	
murD	      3.090       3.454       6.544	      3.643       3.923       7.565	      2.031       2.222       4.253	
murC	      4.542       4.088       8.629	      6.250       5.861      12.112	      3.556       3.487       7.043	
murB	     10.470       9.632      20.102	     12.073      10.958      23.031	     10.936      10.347      21.283	
murA	      4.142       4.408       8.550	      5.207       5.630      10.836	      4.045       4.165       8.210	
topB	      5.400       5.280      10.681	      6.186       6.330      12.516	      7.892       7.740      15.632	
yadS	     43.048      20.718      63.767	     46.456      21.881      68.337	     48.764      25.716      74.480	
topA	      4.921       5.253      10.174	      6.013       6.771      12.784	      5.827       6.332      12.159	
yadR	    202.702     162.432     365.134	    232.976     188.925     421.900	    201.978     163.420     365.398	
yadQ	      2.357       2.020       4.377	      3.402       2.883       6.286	      2.732       2.200       4.933	
yadI	      6.840       5.429      12.269	      8.368       6.508      14.876	      5.149       4.691       9.841	
yadH	      2.422       2.857       5.279	      3.404       4.095       7.498	      2.749       3.273       6.021	
lamB	      0.705       0.705       1.409	      0.845       0.784       1.629	      0.817       0.594       1.411	
yadG	      5.424       5.062      10.486	      5.706       5.219      10.925	      4.573       4.300       8.873	
yadF	     42.466      40.660      83.126	     55.411      54.175     109.586	     34.631      33.185      67.816	
yadE	     12.244       9.780      22.024	     17.486      14.002      31.488	     11.338       8.905      20.243	
moeB	      2.681       3.511       6.193	      3.827       6.342      10.169	      1.951       2.759       4.710	
moeA	     10.255      10.024      20.279	     16.407      15.879      32.287	      8.817       8.492      17.308	
yadB	      1.014       0.961       1.975	      0.594       1.006       1.600	      1.406       1.519       2.925	
fbaB	      2.228       2.001       4.229	      2.920       2.531       5.451	      2.252       1.917       4.169	
lrp	     29.697      33.953      63.650	     45.144      49.285      94.429	     29.360      32.826      62.186	
ffh	     28.371      25.418      53.789	     36.547      32.422      68.969	     27.454      24.120      51.574	
cds4049	     18.702      12.145      30.847	     20.984      13.483      34.467	     19.143      14.046      33.188	
cds4048	     12.636      10.142      22.777	     14.237       8.257      22.494	     14.368       7.710      22.077	
cds4047	      3.780       2.520       6.300	      2.518       3.237       5.755	      1.328       3.984       5.312	
cds4046	      2.100       1.913       4.014	      3.317       3.197       6.514	      2.705       2.213       4.918	
cds4042	     25.490      62.890      88.380	     33.454      79.760     113.215	     31.633      72.806     104.439	
cds4041	     21.001      23.241      44.242	     26.376      30.811      57.187	     27.002      28.035      55.036	
cds4040	     80.418      55.249     135.667	    108.287      72.717     181.005	     98.984      69.871     168.854	
yacK	      5.231       5.201      10.432	      6.668       6.643      13.311	      5.482       5.419      10.901	
acrR	     25.552      25.479      51.031	     25.893      26.332      52.224	     24.151      24.845      48.996	
yacH	      1.682       1.534       3.216	      1.743       1.693       3.436	      1.741       1.679       3.420	
modF	      4.607       5.353       9.959	      6.806       8.028      14.834	      5.197       6.120      11.316	
yacG	     10.973      13.467      24.440	     13.240      15.162      28.402	      8.148       9.199      17.346	
modE	     13.897      12.684      26.581	     15.850      13.667      29.517	     13.879      12.024      25.903	
yacF	      9.332       9.718      19.050	     11.242      10.967      22.209	      7.393       7.122      14.515	
yacE	     10.024       7.171      17.194	     10.102       7.197      17.299	      8.288       6.745      15.033	
fes	      0.394       0.315       0.709	      0.675       0.607       1.282	      0.415       0.415       0.831	
modC	      3.888       3.482       7.370	      3.717       3.485       7.201	      3.288       2.859       6.147	
modB	      2.845       6.037       8.883	      3.684       8.022      11.706	      4.022       7.533      11.555	
yacC	     11.420      11.420      22.840	     14.610      16.142      30.752	      9.570      10.005      19.576	
modA	     16.456      15.466      31.922	     19.653      18.859      38.512	     18.777      16.951      35.728	
yacA	     15.626      16.965      32.591	     21.409      21.600      43.009	     13.762      15.174      28.936	
acrD	      0.953       0.999       1.953	      0.948       0.974       1.922	      0.924       1.037       1.961	
acrB	     10.625      11.218      21.844	     11.767      12.535      24.302	      7.962       8.667      16.628	
acrA	     25.505      24.984      50.489	     30.872      30.631      61.503	     26.414      26.753      53.167	
fhlA	      1.267       1.244       2.510	      1.696       1.676       3.372	      1.796       1.723       3.519	
cds4039	     27.931      73.714     101.645	     36.147      94.233     130.379	     35.412      88.530     123.942	
cds4038	     12.196      20.381      32.576	     14.228      24.181      38.409	     14.578      25.360      39.938	
tonB	      3.744       3.481       7.225	      4.725       4.668       9.393	      3.392       2.907       6.299	
cds4037	      2.058       2.503       4.560	      1.572       2.286       3.857	      1.582       2.051       3.634	
cds4036	      0.358       0.398       0.755	      0.460       0.494       0.953	      0.524       0.566       1.089	
cds4035	     20.552       1.968      22.520	     20.969       4.119      25.088	     20.277       2.304      22.581	
cds4034	     70.587      61.415     132.003	     75.690      65.642     141.332	     60.176      53.447     113.623	
cds4033	     48.961      48.737      97.698	     56.633      56.479     113.112	     38.617      39.375      77.991	
yabN	      2.482       2.655       5.137	      2.892       3.089       5.981	      2.950       3.255       6.205	
cds4032	     62.674      70.517     133.190	     74.581      82.358     156.939	     54.522      60.105     114.627	
cds4031	      3.476       1.738       5.214	      4.034       2.193       6.227	      3.808       2.121       5.928	
cds4030	      0.298       0.271       0.569	      0.441       0.278       0.719	      0.657       0.514       1.171	
yabK	      3.121       2.556       5.677	      2.851       2.392       5.243	      4.511       3.696       8.207	
yabJ	      7.169       5.816      12.985	      7.413       6.834      14.246	      9.194       8.624      17.819	
fdx	     36.767      35.627      72.394	     42.710      44.297      87.007	     25.682      24.030      49.711	
yabI	      9.165       7.918      17.083	     10.731       9.129      19.860	     12.550      10.513      23.063	
yabF	      1.082       0.902       1.984	      1.930       1.930       3.861	      1.996       1.806       3.801	
yabC	     26.584      29.838      56.422	     37.302      39.870      77.173	     27.160      30.213      57.373	
yabB	     32.026      21.385      53.411	     37.608      28.496      66.103	     31.772      23.747      55.519	
yaaU	      2.035       2.000       4.035	      2.599       2.293       4.892	      2.521       2.220       4.741	
cds4029	      0.402       0.287       0.689	      0.295       0.197       0.492	      0.545       0.303       0.847	
cds4028	      0.135       0.180       0.315	      0.077       0.192       0.269	      0.284       0.474       0.758	
cds4027	      0.000       0.000       0.000	      0.063       0.000       0.063	      0.000       0.000       0.000	
cds4026	      0.000       0.000       0.000	      0.000       0.000       0.000	      0.109       0.109       0.217	
cds4025	      0.000       0.000       0.000	      0.201       0.000       0.201	      0.000       0.000       0.000	
cds4022	      0.127       0.127       0.253	      0.325       0.217       0.542	      0.400       0.400       0.801	
cds4021	      0.337       0.450       0.787	      0.866       0.674       1.540	      0.237       0.237       0.474	
cds4020	      0.107       0.107       0.214	      0.092       0.183       0.275	      0.226       0.452       0.677	
acpS	      2.891       3.016       5.907	      3.982       4.628       8.609	      3.179       3.709       6.887	
yaaJ	      9.971       9.637      19.608	     11.862      11.891      23.753	     10.438      10.332      20.770	
yaaI	      1.655       1.419       3.074	      1.114       0.911       2.025	      1.620       1.121       2.741	
yaaH	      3.125       1.942       5.067	      4.556       3.326       7.882	      3.115       2.581       5.696	
acpP	    522.060     549.941    1072.001	    638.213     669.873    1308.086	    423.073     426.267     849.340	
yaaF	     15.285      17.105      32.390	     19.188      21.102      40.290	     13.259      14.246      27.505	
tolR	     16.184      18.974      35.158	     20.166      21.505      41.671	     20.350      20.702      41.052	
mobB	      5.568       8.630      14.198	      5.483       8.900      14.382	      6.846      10.464      17.310	
