#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405230.sorted.bam Mapped Reads/million: 30.700644
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405231.sorted.bam Mapped Reads/million: 30.864573
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405232.sorted.bam Mapped Reads/million: 19.470339

    	mapped_ERR405230.sorted.bam	mapped_ERR405231.sorted.bam	mapped_ERR405232.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
cds607	     35.813      44.055      79.868	     42.634      50.381      93.015	     31.103      37.377      68.480	
cds600	     18.425      13.161      31.586	     21.600      15.382      36.981	     11.932       9.857      21.789	
prkB	      8.124       8.873      16.998	     10.465      11.954      22.419	      7.970       9.209      17.179	
cyaA	     27.649      34.414      62.063	     33.176      42.169      75.345	     22.242      27.707      49.949	
sugE	     13.828      11.677      25.505	     20.173      18.136      38.309	     14.859      11.952      26.811	
dsrB	     21.057      12.832      33.889	     21.927      15.545      37.472	     15.564       9.598      25.161	
pepT	      6.885       6.806      13.691	      7.534       7.217      14.751	      4.969       5.011       9.980	
focA	     34.547      28.586      63.133	     44.295      37.346      81.641	     23.346      20.412      43.758	
pepQ	     28.464      27.070      55.535	     39.770      37.751      77.521	     19.588      18.315      37.903	
sufI	      6.385       6.708      13.094	      6.787       8.002      14.790	      4.980       5.416      10.396	
pepP	     22.432      26.686      49.119	     27.701      33.162      60.863	     20.240      24.023      44.263	
pepN	     16.255      16.143      32.398	     20.967      21.203      42.170	     12.324      12.383      24.707	
miaE	      5.407       6.642      12.050	      6.692       9.190      15.882	      4.095       4.700       8.795	
endA	      1.886       2.484       4.371	      1.830       2.014       3.844	      1.814       2.321       4.135	
miaB	      7.194       7.194      14.388	      9.497       9.431      18.927	      5.987       5.812      11.798	
miaA	     62.302      58.706     121.008	     83.980      77.507     161.487	     46.122      43.691      89.813	
fnr	    137.542     135.043     272.586	    182.171     177.077     359.248	    114.414     112.153     226.566	
pepE	      5.523       5.146      10.669	      6.480       6.151      12.631	      5.136       4.987      10.123	
pepD	     64.408      62.755     127.163	     98.288      97.177     195.464	     44.949      43.998      88.947	
fhuD	      1.060       1.024       2.084	      1.709       1.673       3.382	      0.461       0.461       0.922	
fhuC	      0.204       0.245       0.449	      0.406       0.568       0.974	      0.515       0.451       0.965	
yneB	      5.429       5.206      10.634	     10.282      10.393      20.675	      4.925       4.808       9.733	
fhuB	      1.519       1.124       2.643	      1.732       1.181       2.913	      1.173       0.824       1.997	
priB	     27.092      28.436      55.529	     31.474      32.502      63.976	     25.599      26.414      52.012	
priA	      3.096       3.140       6.236	      3.462       3.345       6.807	      2.733       2.616       5.349	
fmt	     36.146      45.251      81.397	     48.258      61.176     109.434	     35.595      44.100      79.695	
fms	     88.968      76.194     165.162	    122.547     103.298     225.844	     79.860      68.077     147.937	
lasT	      8.487       9.056      17.543	     10.658      10.894      21.553	      6.429       7.102      13.532	
fumC	     74.170      76.583     150.753	     90.068      92.722     182.790	     49.019      51.287     100.306	
fumB	      3.540       3.342       6.882	      4.820       4.466       9.285	      4.085       4.023       8.108	
fumA	    122.657     118.662     241.318	    167.605     163.454     331.058	     95.610      93.209     188.820	
yajI	      2.292       2.352       4.645	      4.200       4.140       8.340	      1.617       1.522       3.139	
yajG	     18.227      16.933      35.160	     32.623      30.721      63.344	     13.306      12.774      26.079	
yajF	      6.056       5.232      11.288	      7.628       6.558      14.186	      4.068       3.560       7.628	
yajD	     16.661      10.951      27.612	     23.182      14.896      38.079	     12.545       9.003      21.548	
yajC	     35.311      35.801      71.112	     48.259      47.772      96.031	     28.071      24.678      52.748	
yajB	     15.167       2.015      17.182	     23.827       2.004      25.831	     12.443       1.324      13.767	
prgK	      8.883       5.751      14.634	      9.989       8.025      18.014	      7.173       5.210      12.383	
prgJ	      5.003       5.429      10.432	      7.094       7.518      14.612	      5.203       4.867      10.071	
prgI	      5.764       5.630      11.394	      7.200       5.467      12.667	      4.650       6.341      10.991	
prgH	      2.625       4.448       7.073	      3.847       6.485      10.333	      3.224       5.532       8.756	
yaiW	      2.469       3.213       5.682	      3.196       3.580       6.776	      2.111       2.111       4.221	
sucD	     48.747      58.930     107.677	     80.850      99.284     180.134	     32.233      39.907      72.140	
sucC	     73.965      77.008     150.973	    115.162     122.102     237.264	     45.375      48.896      94.270	
yaiI	      4.857       3.643       8.500	      6.039       4.050      10.089	      3.829       1.689       5.519	
sucB	    124.390     136.245     260.635	    175.290     184.241     359.531	     81.989      88.659     170.648	
sucA	    146.158     151.785     297.943	    208.747     216.772     425.519	     96.305     100.924     197.229	
yaiE	     23.201      19.658      42.859	     27.284      23.873      51.157	     18.021      16.760      34.781	
yaiB	    117.725     162.741     280.466	    168.308     234.321     402.629	     82.138     114.070     196.207	
yaiA	     17.813      20.358      38.171	     22.781      28.518      51.299	     15.248      15.783      31.030	
prfH	     31.619      31.354      62.974	     32.663      34.507      67.170	     33.321      31.735      65.056	
prfC	      2.766       2.970       5.736	      4.177       4.442       8.620	      2.649       2.681       5.330	
prfB	     90.769      14.332     105.101	    149.470      18.144     167.614	     64.371      16.435      80.807	
prfA	      3.940       4.722       8.662	      4.787       5.744      10.531	      2.466       2.656       5.122	
cI	      0.085       0.170       0.254	      0.084       0.253       0.337	      0.401       0.134       0.535	
mutY	      3.929       2.258       6.187	      5.323       2.769       8.092	      3.365       1.951       5.316	
mutT	      0.905       0.494       1.398	      1.555       1.064       2.618	      0.519       0.389       0.908	
cds4084	     34.689      32.231      66.921	     48.090      45.781      93.871	     28.533      27.672      56.205	
mutS	      2.549       2.829       5.378	      3.343       4.328       7.671	      1.780       2.260       4.040	
cds4083	    238.336       3.707     242.044	    312.406       5.268     317.674	    182.057       5.011     187.068	
appB	      1.375       1.089       2.464	      1.681       1.482       3.163	      1.626       1.174       2.801	
mutM	      6.515       4.745      11.260	      6.920       5.160      12.080	      5.199       3.741       8.940	
mutL	     10.454       8.683      19.137	     12.039       9.422      21.460	      8.048       6.748      14.797	
torT	     10.920       7.165      18.085	     11.858       7.594      19.452	      9.275       6.562      15.837	
torS	      1.964       1.845       3.810	      2.439       2.333       4.772	      1.840       1.727       3.567	
fis	      6.032      12.503      18.535	     11.454      19.636      31.091	      6.225      12.970      19.195	
mutH	     20.919      19.281      40.201	     25.882      23.648      49.530	     23.540      21.179      44.719	
sbp	      3.191       3.751       6.942	      3.535       3.927       7.462	      3.528       3.735       7.263	
torD	      4.734       3.756       8.490	      5.630       5.272      10.902	      4.463       4.219       8.682	
fic	      3.025       4.537       7.562	      3.546       4.889       8.436	      3.322       4.174       7.495	
torC	      0.907       1.072       1.979	      0.766       0.930       1.695	      0.910       0.954       1.864	
torA	      1.493       1.429       2.922	      1.650       1.599       3.249	      1.589       1.509       3.098	
cds4076	      6.672       6.190      12.862	      9.084       8.403      17.487	      8.000       7.720      15.720	
cds4075	      0.765       2.753       3.517	      1.065       3.499       4.563	      1.206       3.617       4.823	
yafP	      3.202       3.967       7.169	      3.531       4.154       7.685	      4.061       3.731       7.792	
cds4074	      0.374       0.166       0.541	      0.331       0.083       0.414	      0.459       0.328       0.787	
cds4073	      1.693       0.100       1.793	      2.477       0.297       2.774	      1.257       0.314       1.571	
yafM	      5.496       4.423       9.919	      7.200       6.000      13.200	      2.219       2.642       4.861	
cds4072	      2.262       3.845       6.107	      2.700       6.525       9.225	      2.853       2.497       5.350	
cds4070	      0.987       3.102       4.089	      1.332       3.296       4.629	      0.889       2.779       3.669	
yafK	     17.231      13.759      30.990	     23.086      18.408      41.494	     14.001      11.436      25.437	
yafJ	     22.182      20.443      42.624	     30.754      30.628      61.382	     17.053      17.388      34.441	
yafE	     10.308      11.787      22.095	     13.994      15.590      29.584	      6.995       7.527      14.522	
